,0
VALE3,8.49948096983867
ITUB4,10.808992058880339
B3SA3,7.656966525420579
PETR4,3.8713290000000004e-08
BBDC4,7.077460069999998e-06
ABEV3,35.56826218940361
BBAS3,7.115730999999999e-08
MGLU3,0.61826924091734
LREN3,5.604430292095191
JBSS3,4.51503579636386
WEGE3,21.42768037527673
NTCO3,5.30087536447029
