,0
VALE3,5.278413752074361
ITUB4,11.61796649618332
B3SA3,0.0
PETR4,5.16424171162785
BBDC4,15.87585186666422
ABEV3,22.16034127861222
BBAS3,16.43813740993171
LREN3,0.0
JBSS3,14.37237674416938
WEGE3,5.6037306643530505
NTCO3,3.4889400763838703
